Movie Name,Storyline
Sieger Sein,"Mona, a Syrian refugee in Berlin, joins a competitive girls' football team where she learns the value of teamwork for success."
We Forgot to Break Up,A band of misfits ditches their small town to chase their dreams as indie rock gods in the big city.
Blossoms Under Somewhere,"Ching, a stuttering high school girl, runs a used lingerie business online with her best friend, Rachel. Buried in the unethical business, Ching embellishes the relationship with her buyers, gaining the attention she has always longed for."
Asche,"The urge for self realization and doing so this satire of the artwork exercises, a high volume criticism of both patriarchy and the culture scene, including unexpected vendettas and bizarre encounters"
The Netflix Slam,Two tennis greats square off in a one-of-a-kind exhibition match when 22-time Grand Slam champion Rafael Nadal takes on fellow countryman and No. 2-ranked Carlos Alcaraz in the featured match. From Las Vegas.
Funérailles (Non ti voglio),"Miriam, a pianist of clear fame devoted to music, in order not to compromise her career, forcefully refuses motherhood despite the insistence of Andrea, her partner and a modest pianist."
Rocket Club: Across the Cosmos,"When Rocket Club's mission to return a stranded alien to its home planet is jeopardized by their rival Calvin's plan to freeze the Earth, our heroes must unite to unlock the secret of WUP speed to save the Earth before supper time."
Finger Laced Crown,Spray paint artist Lemon Drop (Torez Mosley) must navigate her passions to succeed in the new landscape of fine art.
Hidden Lies,"After his release from prison, Malcolm vows to leave his criminal past behind, but a series of events pulls him back into the game, unveiling a trail of dark secrets."
Americans with No Address,A nationwide journey exploring homelessness reveals how government policies drive people into poverty and addiction.
"The Haunted, the Possessed and the Damned","A disgraced detective and newly-weds on the brink of ruin must race against time to save themselves and those they've sworn to protect from The Haunted, The Possessed and The Damned"
The Seven Darks,A man receives 7 phone calls from a dark entity.
Blues de la Civilización,"The secretary of the director of the AIC is found dead. It is presumed to have been a suicide. Detective José Beltrán must investigate the incident. However, what happened causes echoes in his past, a past that Beltrán tries to forget. Immersed in a web of deception and death, Beltrán must face his past in order to clarify the present."
The Cliche,"A man down on his luck is forced to take a role in a lakorn he doesn't like. Unexpectedly, he finds his real life and the lakorn overlapping."
Lu jarudan he youkoso,No storyline available
Gypsy,"Jotya, a boy born in a nomadic family, with his mother, quests for a better life. The film depicts the struggles and resilience of the poor and marginalized, and the extent to which poverty and illiteracy can push them to the edge."
Aaro,"Murugan arrives in the city to investigate the truth behind the news that his daughter Maya died in a road accident; he knows that it is not just an accidental death but a murder, and wants to find the real culprit."
Vindu Bhojanam,The crux of the story lies in how Anand and Adithya win the cooking battle against Vivek for the restaurant.
Chiclets,The thought processes between the kids and their parents. Their thoughts about love and lust and how their parents try to gel up with them.
Cruel Summer III: Pray for Fall,The latest chapter in the indie CRUEL SUMMER horror/comedy franchise.
Bed of Nails,"Goth kids cut through rural Florida where they are confronted by four rednecks. After accidentally killing one of the kids, the rednecks kill the remaining two kids but one of the kids returns from the grave to enact a brutal revenge"
The Spaceman,"John Wood, the commander of rebel spaceship The Explorer, suffers a reactor failure and spirals out of control, crash landing on an unknown planet. Wounded and facing dwindling oxygen supplies, he must summon every ounce of strength to survive this mysterious new world."
Saba,"Divided views on end-of-life care strain a mother-daughter bond, reflecting opposing perspectives within a complex relationship."
Quo Vadis,No storyline available
Rudhiram,"Swathi, who was once a free and progressive young woman, is now captivated by an unknown man. She needs to find the reason why she was captured and escape this trap from a masked man who has no limits when it comes to torture."
Mother Mother,"A widow and her son work in a rural place. Her son wants to live in the city with Ifrah, the girl of his dreams. However, a young American declares his love for Ifrah, which leads to a murder. Qalifo makes a life-changing decision."
Could Have Waited for August,"Xavier, a village boy, falls for Laura, neighbor's granddaughter who visits her grandfather annually. Despite flirting at summer dances, Xavier believes he has no chance with her."
Sven,"A celebrated football manager's path to greatness takes a profound turn when Svennis confronts an incurable cancer diagnosis in 2024, revealing his indomitable spirit amidst the challenges of pursuing success at the highest level."
Murder in a Teacup,"When members of a workforce began falling violently ill, locals believed a virus was sweeping the area, but after the death of two men it became clear that the only impurity was a serial poisoner with a toxic past."
Sugar Island,The story of a pregnant 14-year-old girl living in a Dominican sugar plantation.
